file,label,cell,source,speaker_id,duration_s
accents\real\hi_native\cv_hi_000013.wav,real,hi_native,common_voice_17_0,4e034c5240bda98e2022122045ea9bb4e406b9f886c9eb7661547cf590a85f019b76ff0c9ceaa7ff1ce43c120327a15b5d9cbd14b54dc5ad91ba9a0fa3fe3d0d,3.060
accents\real\hi_native\cv_hi_000014.wav,real,hi_native,common_voice_17_0,5077da86bbc89f131ebb6e1b373a8a21f76b34ff413b90ddfbf387290d2e08d77d5dd69238e6602238becdb8d9113853e43e12d3340fb93871285d5cd21af487,4.068
accents\real\hi_native\cv_hi_000015.wav,real,hi_native,common_voice_17_0,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,4.716
accents\real\hi_native\cv_hi_000016.wav,real,hi_native,common_voice_17_0,547e2977be99b122ceb7196c97d4bb97bc3bdb4261d43618dbc385183d672f6e43db8b2c67f0ddbfecfa5f7adcbe25b21aa515729c369a5161e7fefbe2e6a91c,3.960
accents\real\hi_native\cv_hi_000017.wav,real,hi_native,common_voice_17_0,593feff7e03eaf80396d2289fa3097722fec18c9b099abd05d8e496d47f107fd7afea3680218288a003cdde0d884d6688bb9393de4449148a2f01da005384ab1,9.720
accents\real\hi_native\cv_hi_000018.wav,real,hi_native,common_voice_17_0,609b987b0c28816376ca4600e84ac46f316c5ecae12f343736ea7087cbca60c73306ea2cd541508c23238b3ca316dd74f4103b0a836637a587af0f638cbb41bb,4.500
accents\real\hi_native\cv_hi_000019.wav,real,hi_native,common_voice_17_0,65d886c17e6173ec624dcf8fa7a03e75f82801af0e6b0a177d149e9137b2bc1c6f88b5e060a9db7493ec77e6ef243e8a1b1ca307a3f303b8d8a5c80dbd08572d,4.680
accents\real\hi_native\cv_hi_000020.wav,real,hi_native,common_voice_17_0,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,5.940
accents\real\hi_native\cv_hi_000021.wav,real,hi_native,common_voice_17_0,6b807daab3e34c4820b8d1479f760b35e44e818f9121ce49b70e8cf1fa61e9248b255de0499371b2da3b304c64dd088e8079a770832d3e1036b7d8fb52aebfc8,6.120
accents\real\hi_native\cv_hi_000022.wav,real,hi_native,common_voice_17_0,78014d1d0043184446ff0c083c8868966598975e5daebb9725dc92f60fa5c8d06ce1bb84b84760f14d38217866e6bde176419a1bd9e5f166429d74168b3dd926,5.976
accents\real\hi_native\cv_hi_000023.wav,real,hi_native,common_voice_17_0,78899c686b3bdef6619b63f98b03d3f5fdf2ca7427d0ce6dace8a10befc17941b33c5b7b7c2a808f0c670e9560ad5da356b6f4b06407ce3e1a299787168c3b6a,5.580
accents\real\hi_native\cv_hi_000024.wav,real,hi_native,common_voice_17_0,7a3950d527411d93e0d523a58a44522c9e38ea81b19509e07c9913529d548804378b66d79373dbcbbc3daf8841b95a45fef1f8785caaca72da74ec40aaa67c4e,8.928
accents\real\hi_native\cv_hi_000025.wav,real,hi_native,common_voice_17_0,7ee51ec09b8af4f5d3502101adc32f4c67fe0a30b5566bf94a9854fc03ca4b259a0d5669d5ab493a6f9c3d989368a86e6bdc03c1bf0dc61a4995e783776c2ba2,4.320
accents\real\hi_native\cv_hi_000026.wav,real,hi_native,common_voice_17_0,90b1ff27e108c7aaa1f24faccd2f83f3a0b512139aded53b3866d65cea1197fd3dde486619a36293573b042a4afbc45e29f55c514767c7567f44a3da22c4f9fc,6.552
accents\real\hi_native\cv_hi_000027.wav,real,hi_native,common_voice_17_0,90b97ef0ba555036393f0384c8e6f86e4106dc805efe211de0476387e0aa1b4ba028900e2d59bd67c2c14f82e16765211bded26276241d0c0173fa32e166b9b2,3.276
accents\real\hi_native\cv_hi_000028.wav,real,hi_native,common_voice_17_0,934de794387594de8b250cecb3bced204ead5062e9735ba872e81ddfa0b534ae5a9e052351de43452f817e7785103afcf3fb5bc56ac2ae88bb53927a738f447c,7.056
accents\real\hi_native\cv_hi_000029.wav,real,hi_native,common_voice_17_0,a2c28d117539109b28276d5e5540bdbecbb41fa7636feb31c13b30ef682d84510bc4f850d7f3fa14d4304d61267d1c8f3f6352ae409d69df77f10dbb657a9c01,6.588
accents\real\hi_native\cv_hi_000030.wav,real,hi_native,common_voice_17_0,a8cef7bd6abaf998566f0ccf8db1ec57de7ea766b6d81496d00a45d203ac4c57386b31d9c6d11d1a9db94b00c5c32594ece3fe7e08bc5f00ae7a043c8a74d9cd,7.056
accents\real\hi_native\cv_hi_000031.wav,real,hi_native,common_voice_17_0,ae0207e1b992822da425c226998ea35fa5a75ad2e871945773ba6a3a2a1198e2b949343a3576e4840ddbf58db73c345288cca62ba4835d8a03bf508c2d06f3d6,7.740
accents\real\hi_native\cv_hi_000032.wav,real,hi_native,common_voice_17_0,b0900acc53b0b578a071411f8ec0479ebf48be094bdcae39c9525ae33b284db992af223293c1354fc73ee97234b19223cb6a2da92d248565246975aa8b507b24,8.388
accents\real\hi_native\cv_hi_000033.wav,real,hi_native,common_voice_17_0,b4c5626549de1a6d4b4aba5a71a46743d0f4d2d8e112428305e445a3d5b788f2ef545a304cb9af7dea34e244041ba584beebde36bf5d5c4f816500371016a63d,5.040
accents\real\hi_native\cv_hi_000034.wav,real,hi_native,common_voice_17_0,b64c2976e1395e1a65c549fed8cab613af6f6cf8e2f34416a1933b4c64f0b29ffcb82150ee5e396dab451f109f414930ff4938b4241d97e8919fe9f99a02893d,6.480
accents\real\hi_native\cv_hi_000035.wav,real,hi_native,common_voice_17_0,bcfaf583a3ea636329553b86472a6da19b8b055d46c928d40c0f68d175339e5c60f0e1bf8f4b08b6a7048a4eeeb7791d464311f691336736c5650e60c03918e3,3.420
accents\real\hi_native\cv_hi_000036.wav,real,hi_native,common_voice_17_0,d4c2879ab41c9e74ea638e9cb5b2a557d5683744a6c2eb0fed1f4c7adef59c90f549a18287b7f8e6b74136651dafda58acaccbf4fb627728befbe6573a61f4b8,4.608
accents\real\hi_native\cv_hi_000037.wav,real,hi_native,common_voice_17_0,d90832cc68e035bb366f526063da0ab186f06a937ef3231ab75fc53435821a112d7bb6d7115d594de6dfbd621d82acbd51ea43de2dd65619fe4b023cdf759fc9,4.536
accents\real\hi_native\cv_hi_000038.wav,real,hi_native,common_voice_17_0,db99ff8c0fa5f332a55cf562817f27833925bf83271532f90ecc088ffe11617a28606fb228d4141231dcc26af3b0b52af5256e3aa720feabe7797623552c295e,6.408
accents\real\hi_native\cv_hi_000039.wav,real,hi_native,common_voice_17_0,dca9be8d2014090294e1fe982fdc9a6c84b8a3361de99a76b0fac1a02f7c3831b71a2d0908080c2263422ec2df26cf2ef844294119839d33cefb06152223532c,4.896
accents\real\hi_native\cv_hi_000040.wav,real,hi_native,common_voice_17_0,ec1882fc4ac252c0d462191a4703bb6c913b73dd21950682e8327a6a076c8333f4c5708f7d9426b51a98435d5f79d26ca06428a64a6ac9513537409eb663f5af,5.508
accents\real\hi_native\cv_hi_000041.wav,real,hi_native,common_voice_17_0,f26e5928f716985bc8f4d827952dad56a5ef30e0da734a77a5224d9a0868ec78bfa430efda3ea5dd5bf4c69c0c60cff5d80782822ec2df77ce10f2cd82712f53,4.716
accents\real\hi_native\cv_hi_000042.wav,real,hi_native,common_voice_17_0,f4be1316ad0e2da63cc723ae7822391bf5e9bebab20d134595b5dfaa0fcfc42a3907fb02b5ee992a496c84610d4d015a0b2f1e8240dc27a431cd55d69b1ab7e3,7.020
accents\real\hi_native\cv_hi_000043.wav,real,hi_native,common_voice_17_0,f4eaf1a4c5d9c519a8d70d41f155c73661ababef448156ca952ac016a8013ac82f6d765947af61b517bd0ad1a29465bf17532c32ee0e7bd019fbcaf940e151fb,3.780
accents\real\hi_native\cv_hi_000044.wav,real,hi_native,common_voice_17_0,f6205d298cf73f58f9a8b6143306057cb6cb0a2afc8d9c1963994c402ace8e45853577ae85659c63894301de4054de938d5b045251b6051e1c0766949d3a0ed1,5.508
accents\real\hi_native\cv_hi_000045.wav,real,hi_native,common_voice_17_0,ffcbc3951f469a43cf363b5df83d56ab30c65a40bb5bf05ee2ae8f98f55d6c76d8cf505d8bd32cf189c373ef1e0a52d01d2fc3cfeea863dd3ea1546eb2ef68cf,5.580
accents\real\hi_native\cv_hi_000046.wav,real,hi_native,common_voice_17_0,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,6.696
accents\real\hi_native\cv_hi_000047.wav,real,hi_native,common_voice_17_0,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,6.228
accents\real\hi_native\cv_hi_000048.wav,real,hi_native,common_voice_17_0,0245f184ea5b6ed43fdf98061265386a868ff96b2566d123a88efdaaa7aeade1ce59fdd77595bf40a98fe15f578afaf6b4a2fbfbbf2a1e589d519238c07b799a,5.220
accents\real\hi_native\cv_hi_000049.wav,real,hi_native,common_voice_17_0,0245f184ea5b6ed43fdf98061265386a868ff96b2566d123a88efdaaa7aeade1ce59fdd77595bf40a98fe15f578afaf6b4a2fbfbbf2a1e589d519238c07b799a,8.388
accents\real\hi_native\cv_hi_000050.wav,real,hi_native,common_voice_17_0,0a3f27e009572dbc52c115bfa733fdbea6b819dd63fd440adf16a90428f3566049c9fe252e775388ac3bab7e9951fa06c8691497b6568d3b5e436aaea396a8d6,4.320
accents\real\hi_native\cv_hi_000051.wav,real,hi_native,common_voice_17_0,0a3f27e009572dbc52c115bfa733fdbea6b819dd63fd440adf16a90428f3566049c9fe252e775388ac3bab7e9951fa06c8691497b6568d3b5e436aaea396a8d6,5.508
accents\real\hi_native\cv_hi_000052.wav,real,hi_native,common_voice_17_0,0a7f98f856cff63c03fcd05e03e181c17ce5d6545037394992a6f0afe1ed3716ef537d63a1e24a45ffc22233c24ee08fdec3372afad0b4389efc86ce4e7dee2c,3.456
accents\real\hi_native\cv_hi_000053.wav,real,hi_native,common_voice_17_0,0a7f98f856cff63c03fcd05e03e181c17ce5d6545037394992a6f0afe1ed3716ef537d63a1e24a45ffc22233c24ee08fdec3372afad0b4389efc86ce4e7dee2c,6.876
accents\real\hi_native\cv_hi_000054.wav,real,hi_native,common_voice_17_0,0e97e303991e6646c845049579a4bea7a25ea775f6b8b44a09e0efd0ae9661ec984c393c92d2522e3158c8b0ca206ad60fd9e136713e18c21dffd72811a88b88,5.076
accents\real\hi_native\cv_hi_000055.wav,real,hi_native,common_voice_17_0,0e97e303991e6646c845049579a4bea7a25ea775f6b8b44a09e0efd0ae9661ec984c393c92d2522e3158c8b0ca206ad60fd9e136713e18c21dffd72811a88b88,6.768
accents\real\hi_native\cv_hi_000056.wav,real,hi_native,common_voice_17_0,0f7d5d80a12ffcb5461cae8adc332bf5de496a6daaec4fd120179ff238d7065172d35ca210d8926fece4a91d07ce2b41c89a65e2728e5d1274224a72d49d754d,7.776
accents\real\hi_native\cv_hi_000057.wav,real,hi_native,common_voice_17_0,0f7d5d80a12ffcb5461cae8adc332bf5de496a6daaec4fd120179ff238d7065172d35ca210d8926fece4a91d07ce2b41c89a65e2728e5d1274224a72d49d754d,8.640
accents\real\hi_native\cv_hi_000058.wav,real,hi_native,common_voice_17_0,17e10c81b592f9aa499bd3ea283821d28dee580e2bfbf51ca891c71024bf0736cc26c5ef9790ef591ff7cf3136930b935c33bc7fb1c65c080ff270baf27c8fe5,5.760
accents\real\hi_native\cv_hi_000059.wav,real,hi_native,common_voice_17_0,17e10c81b592f9aa499bd3ea283821d28dee580e2bfbf51ca891c71024bf0736cc26c5ef9790ef591ff7cf3136930b935c33bc7fb1c65c080ff270baf27c8fe5,4.464
accents\real\hi_native\cv_hi_000060.wav,real,hi_native,common_voice_17_0,230d27ac6435d55a47ccc110561f23b342676f24aac1bed0eec64dd0deefc5d13f306e9df3216cfa91eb7972029e60e59586109fba46ac6dcf631a9e04b60644,7.200
accents\real\hi_native\cv_hi_000061.wav,real,hi_native,common_voice_17_0,230d27ac6435d55a47ccc110561f23b342676f24aac1bed0eec64dd0deefc5d13f306e9df3216cfa91eb7972029e60e59586109fba46ac6dcf631a9e04b60644,7.128
accents\real\hi_native\cv_hi_000062.wav,real,hi_native,common_voice_17_0,2f0f109ed0afdb1a06c0ad751e352d0e0dc41767609a511c4b9111a62769bc467468b5f4d3cf2c618cc479ca33b2a7b3412b01d883cfcb15d8cb23222912fd16,6.588
accents\real\hi_native\cv_hi_000063.wav,real,hi_native,common_voice_17_0,2f0f109ed0afdb1a06c0ad751e352d0e0dc41767609a511c4b9111a62769bc467468b5f4d3cf2c618cc479ca33b2a7b3412b01d883cfcb15d8cb23222912fd16,4.500
accents\real\hi_native\cv_hi_000064.wav,real,hi_native,common_voice_17_0,369ad14c74f52ab1579e8df7c213c4d5982ddfbf5d67057d8ef5e11f88177dc8e428d628ff7610a25681bd43d33237d2c914c41097f20905142011a579a50612,5.580
accents\real\hi_native\cv_hi_000065.wav,real,hi_native,common_voice_17_0,369ad14c74f52ab1579e8df7c213c4d5982ddfbf5d67057d8ef5e11f88177dc8e428d628ff7610a25681bd43d33237d2c914c41097f20905142011a579a50612,6.408
accents\real\hi_native\cv_hi_000066.wav,real,hi_native,common_voice_17_0,3e444b1d4cdc23e8a54c43d1ac3345d6835dbaa76477746b5e5250bce5018392d78fb03ea06a10b718ac956846d3e8010411d57ef75bf8debac74979ebf00f1d,3.576
accents\real\hi_native\cv_hi_000067.wav,real,hi_native,common_voice_17_0,3e444b1d4cdc23e8a54c43d1ac3345d6835dbaa76477746b5e5250bce5018392d78fb03ea06a10b718ac956846d3e8010411d57ef75bf8debac74979ebf00f1d,3.576
accents\real\hi_native\cv_hi_000068.wav,real,hi_native,common_voice_17_0,3f6b6371f7312ac797f5d02bf334e9b13ead1882e2e9958e0a766c835a40fc8236d150a219d214e4879b1713d00569d69293518868e735ef6e2e030b1def79d1,7.380
accents\real\hi_native\cv_hi_000069.wav,real,hi_native,common_voice_17_0,3f6b6371f7312ac797f5d02bf334e9b13ead1882e2e9958e0a766c835a40fc8236d150a219d214e4879b1713d00569d69293518868e735ef6e2e030b1def79d1,6.660
accents\real\hi_native\cv_hi_000070.wav,real,hi_native,common_voice_17_0,3fe08c3601bc26cc48adbf23bd691d9fa183a9ebac665f1d75016ba83e3577e336b16cba1db39eb6f17098a8e3fc5548cf4568ea97e577570e1b25c768fc4e55,7.776
accents\real\hi_native\cv_hi_000071.wav,real,hi_native,common_voice_17_0,3fe08c3601bc26cc48adbf23bd691d9fa183a9ebac665f1d75016ba83e3577e336b16cba1db39eb6f17098a8e3fc5548cf4568ea97e577570e1b25c768fc4e55,8.928
accents\real\hi_native\cv_hi_000072.wav,real,hi_native,common_voice_17_0,4d52efb85f43252b4fa0af3ad7d8890f17e05c834b40f81b03d9f240ca3117bd7db0c1aa0bbdfc8844a852050c37a5d8911082669f388a4572d8971f41ed26e3,4.140
accents\real\hi_native\cv_hi_000073.wav,real,hi_native,common_voice_17_0,4d52efb85f43252b4fa0af3ad7d8890f17e05c834b40f81b03d9f240ca3117bd7db0c1aa0bbdfc8844a852050c37a5d8911082669f388a4572d8971f41ed26e3,5.796
accents\real\hi_native\cv_hi_000074.wav,real,hi_native,common_voice_17_0,4ed9b617b3f93ef9ae23b42f64cf4e1d53ffefcf405e7e908ad346119c60ff08710f902131c673fcca0a5f0b8980b8e128ba5e30ccefc5780ced1cacb3dde0ed,6.732
accents\real\hi_native\cv_hi_000075.wav,real,hi_native,common_voice_17_0,4ed9b617b3f93ef9ae23b42f64cf4e1d53ffefcf405e7e908ad346119c60ff08710f902131c673fcca0a5f0b8980b8e128ba5e30ccefc5780ced1cacb3dde0ed,3.132
accents\real\hi_native\cv_hi_000076.wav,real,hi_native,common_voice_17_0,68b08c34ed8b5919c7565855d192c459a11812d7fdaaebf088cb6579ae585983139315774bcb13db7e2a5d51f8c236ea2f485e182c91e2edd75609091f07d48c,9.180
accents\real\hi_native\cv_hi_000077.wav,real,hi_native,common_voice_17_0,68b08c34ed8b5919c7565855d192c459a11812d7fdaaebf088cb6579ae585983139315774bcb13db7e2a5d51f8c236ea2f485e182c91e2edd75609091f07d48c,4.860
accents\real\hi_native\cv_hi_000078.wav,real,hi_native,common_voice_17_0,6cd8f602bf899de8fa9a30238cb461650682d47e62a5d12042ec213877ca4d9f7f83e3635c1374cddf16260688058dddb7ba7f5466c279dadd85e033038b6b08,7.596
accents\real\hi_native\cv_hi_000079.wav,real,hi_native,common_voice_17_0,6cd8f602bf899de8fa9a30238cb461650682d47e62a5d12042ec213877ca4d9f7f83e3635c1374cddf16260688058dddb7ba7f5466c279dadd85e033038b6b08,2.628
accents\real\hi_native\cv_hi_000080.wav,real,hi_native,common_voice_17_0,74751bae9cd9bc9a9c005dce39ee035a3d1a201afb6bc83523226793b7fa2526d2c29ccebaaee7bcc6af9949646ae1bde77eade6fcec218564391c06e0ec86d3,7.956
accents\real\hi_native\cv_hi_000081.wav,real,hi_native,common_voice_17_0,74751bae9cd9bc9a9c005dce39ee035a3d1a201afb6bc83523226793b7fa2526d2c29ccebaaee7bcc6af9949646ae1bde77eade6fcec218564391c06e0ec86d3,5.148
accents\real\hi_native\cv_hi_000082.wav,real,hi_native,common_voice_17_0,86a5ad74610a18262cd67fe5fe6899fe11e9385b2c5685f0688125f800524c5654273f8c7385b59dab90768caa5c803e9c31df10d88f49585ed97665bf90cc32,6.876
accents\real\hi_native\cv_hi_000083.wav,real,hi_native,common_voice_17_0,86a5ad74610a18262cd67fe5fe6899fe11e9385b2c5685f0688125f800524c5654273f8c7385b59dab90768caa5c803e9c31df10d88f49585ed97665bf90cc32,9.720
accents\real\hi_native\cv_hi_000084.wav,real,hi_native,common_voice_17_0,90041b5706ee244ae468f77fc173f418af7eaeaf77e9e240c6591775adf0b6ec1c2f106f53801ddbf0589017f91e6a1a6eada42c508689e48968b979a528588a,4.212
accents\real\hi_native\cv_hi_000085.wav,real,hi_native,common_voice_17_0,90041b5706ee244ae468f77fc173f418af7eaeaf77e9e240c6591775adf0b6ec1c2f106f53801ddbf0589017f91e6a1a6eada42c508689e48968b979a528588a,3.816
accents\real\hi_native\cv_hi_000086.wav,real,hi_native,common_voice_17_0,927f8731733fc157240975bf02b3117bf9379dd71d63f0a086dd6f4e220dd4d979c60c3a727fe22f3599c41a500a5346701bc2f2fd29dc492cec60bd478d7f1b,9.828
accents\real\hi_native\cv_hi_000087.wav,real,hi_native,common_voice_17_0,927f8731733fc157240975bf02b3117bf9379dd71d63f0a086dd6f4e220dd4d979c60c3a727fe22f3599c41a500a5346701bc2f2fd29dc492cec60bd478d7f1b,7.488
accents\real\hi_native\cv_hi_000088.wav,real,hi_native,common_voice_17_0,a066789aa8ea6303bb07718d19b64857704e55535723a8dd43b6976195e18e9adc3a825f268a88ccc32ef7316d710fad8123af7ba21fb7c93daa171de917a426,6.480
accents\real\hi_native\cv_hi_000089.wav,real,hi_native,common_voice_17_0,a066789aa8ea6303bb07718d19b64857704e55535723a8dd43b6976195e18e9adc3a825f268a88ccc32ef7316d710fad8123af7ba21fb7c93daa171de917a426,3.960
accents\real\hi_native\cv_hi_000090.wav,real,hi_native,common_voice_17_0,a2b044a3cc841c74db098b363426777071a763d77db580920c5fc4e1955a9099b5c35c47b7e4225544e88c454349e2877524aacedf99fc459bfd50146fcb48d3,9.756
accents\real\hi_native\cv_hi_000091.wav,real,hi_native,common_voice_17_0,a2b044a3cc841c74db098b363426777071a763d77db580920c5fc4e1955a9099b5c35c47b7e4225544e88c454349e2877524aacedf99fc459bfd50146fcb48d3,5.220
accents\real\hi_foreign\cv_hi_000092.wav,real,hi_foreign,common_voice_17_0,a4a1040c8228b7c4f4f6d82e4db994894b669b51b15980a75e3c7f8f91169c13973557c4f950a4eef6447617ff114233bc495632040f6b24694c4127cc9a86b9,7.920
accents\real\hi_foreign\cv_hi_000093.wav,real,hi_foreign,common_voice_17_0,a4a1040c8228b7c4f4f6d82e4db994894b669b51b15980a75e3c7f8f91169c13973557c4f950a4eef6447617ff114233bc495632040f6b24694c4127cc9a86b9,8.856
accents\real\hi_native\cv_hi_000094.wav,real,hi_native,common_voice_17_0,aa9327f862e22c8a7e7c1cc05e596b019cb19e79329dfd7495112ab3dafda315d4ab663885cb951c63be27858c37f1aa245b0907d689b37ee4db113148053cc6,3.960
accents\real\hi_native\cv_hi_000095.wav,real,hi_native,common_voice_17_0,aa9327f862e22c8a7e7c1cc05e596b019cb19e79329dfd7495112ab3dafda315d4ab663885cb951c63be27858c37f1aa245b0907d689b37ee4db113148053cc6,3.096
accents\real\hi_native\cv_hi_000096.wav,real,hi_native,common_voice_17_0,b7fde8b01808baf29c65724c04b9461381f7985ce4825b5663eb776d15da60e04453179bb8655290425de10178de70a1bd3e57b2381901578b63e663e90c0628,5.436
accents\real\hi_native\cv_hi_000097.wav,real,hi_native,common_voice_17_0,b7fde8b01808baf29c65724c04b9461381f7985ce4825b5663eb776d15da60e04453179bb8655290425de10178de70a1bd3e57b2381901578b63e663e90c0628,4.320
accents\real\hi_native\cv_hi_000098.wav,real,hi_native,common_voice_17_0,bbc6419b468f96f9a81d7c8c0eeb06dc2ef630ef810662472bff59d9df3e43bc26b9d784d84faaa541a3d2e1541014302610a7426fb91797046b37d96bacaf2e,6.660
accents\real\hi_native\cv_hi_000099.wav,real,hi_native,common_voice_17_0,bbc6419b468f96f9a81d7c8c0eeb06dc2ef630ef810662472bff59d9df3e43bc26b9d784d84faaa541a3d2e1541014302610a7426fb91797046b37d96bacaf2e,6.516
accents\real\hi_native\cv_hi_000100.wav,real,hi_native,common_voice_17_0,c0c130a042ca336930590bd4ee7ac3a1ddc31953a4a5848ca2b8dc92142e738a1624463ce88100c1acf4fd19242bfcfc04b6c62c0f89e7a958ff9f02f6520a51,7.308
accents\real\hi_native\cv_hi_000101.wav,real,hi_native,common_voice_17_0,c0c130a042ca336930590bd4ee7ac3a1ddc31953a4a5848ca2b8dc92142e738a1624463ce88100c1acf4fd19242bfcfc04b6c62c0f89e7a958ff9f02f6520a51,4.068
accents\real\hi_native\cv_hi_000102.wav,real,hi_native,common_voice_17_0,c3ef3ab4323cf25135e6b13c5baf4f313c3c59fea4cf21337ecb956e033b5b79db26a65c4279f7092dda2c2d1a5175e591e08ba495a247500fe295c3b8cc5327,3.264
accents\real\hi_native\cv_hi_000103.wav,real,hi_native,common_voice_17_0,c3ef3ab4323cf25135e6b13c5baf4f313c3c59fea4cf21337ecb956e033b5b79db26a65c4279f7092dda2c2d1a5175e591e08ba495a247500fe295c3b8cc5327,3.144
accents\real\hi_native\cv_hi_000104.wav,real,hi_native,common_voice_17_0,c8eabd52eef7e16e14998264ec78831ec7b891135ad93c446e459d4643b02c721b412f4fc828522a478fdbd2d5f4ca9838991a89368c78cb7f0617b3837a00ca,3.780
accents\real\hi_native\cv_hi_000105.wav,real,hi_native,common_voice_17_0,c8eabd52eef7e16e14998264ec78831ec7b891135ad93c446e459d4643b02c721b412f4fc828522a478fdbd2d5f4ca9838991a89368c78cb7f0617b3837a00ca,4.968
accents\real\hi_native\cv_hi_000106.wav,real,hi_native,common_voice_17_0,cb974805e163f0eec357012f483d57476c8229c9aca280469ccd5adc74516c39f36d16c23091c86bb18522064887048eb5d8c5b9259503a6de95d555745793b7,6.948
accents\real\hi_native\cv_hi_000107.wav,real,hi_native,common_voice_17_0,cb974805e163f0eec357012f483d57476c8229c9aca280469ccd5adc74516c39f36d16c23091c86bb18522064887048eb5d8c5b9259503a6de95d555745793b7,6.228
accents\real\hi_native\cv_hi_000108.wav,real,hi_native,common_voice_17_0,cc1693f2d0cabb0990f6510436b2406fbe0c4858c27f2c0b104c5f5c2499816770058f47af5d1bee60ed9027a18d60ad2e9dec2e2c3476373afe61afa078a3a4,5.040
accents\real\hi_native\cv_hi_000109.wav,real,hi_native,common_voice_17_0,cc1693f2d0cabb0990f6510436b2406fbe0c4858c27f2c0b104c5f5c2499816770058f47af5d1bee60ed9027a18d60ad2e9dec2e2c3476373afe61afa078a3a4,5.832
accents\real\hi_native\cv_hi_000110.wav,real,hi_native,common_voice_17_0,d192fd4bb779d1c8e5006b02b4b82bfaa138fb6144943652fd48c408f1aff082c598289da03fd50a9cabc570d0eb2df77146a3f27445d5e239a24fe016386fed,7.740
accents\real\hi_native\cv_hi_000111.wav,real,hi_native,common_voice_17_0,d192fd4bb779d1c8e5006b02b4b82bfaa138fb6144943652fd48c408f1aff082c598289da03fd50a9cabc570d0eb2df77146a3f27445d5e239a24fe016386fed,4.032
accents\real\hi_native\cv_hi_000112.wav,real,hi_native,common_voice_17_0,ddc0ae40d79e0f3980eb00cedd80e03d7a0cbf3ab7880588429060f50c16895262e0a1874caae85ee39e8bdd72e5ac94830df955d0cf0ec817d50ce83d61f055,5.436
accents\real\hi_native\cv_hi_000113.wav,real,hi_native,common_voice_17_0,ddc0ae40d79e0f3980eb00cedd80e03d7a0cbf3ab7880588429060f50c16895262e0a1874caae85ee39e8bdd72e5ac94830df955d0cf0ec817d50ce83d61f055,5.904
accents\real\hi_native\cv_hi_000114.wav,real,hi_native,common_voice_17_0,e2de24c9d3a10973bd81a43c7e81d2b7747c4395b5c28a66daed073de149a6e5d8cc3da3877c75c105e7ffa814d8ad54ef34008e39a9bbab1df11bbc31bfd2fb,5.508
accents\real\hi_native\cv_hi_000115.wav,real,hi_native,common_voice_17_0,e2de24c9d3a10973bd81a43c7e81d2b7747c4395b5c28a66daed073de149a6e5d8cc3da3877c75c105e7ffa814d8ad54ef34008e39a9bbab1df11bbc31bfd2fb,5.400
accents\real\hi_foreign\cv_hi_000116.wav,real,hi_foreign,common_voice_17_0,e6f76063e0bed01647274603154c6319e89caf2d63a94e0c72490f58e3bca473aba94f53d264079979a367057af8c6e8152ef88087ac70720ea6175f8f9e4970,6.300
accents\real\hi_foreign\cv_hi_000117.wav,real,hi_foreign,common_voice_17_0,e6f76063e0bed01647274603154c6319e89caf2d63a94e0c72490f58e3bca473aba94f53d264079979a367057af8c6e8152ef88087ac70720ea6175f8f9e4970,4.536
accents\real\hi_native\cv_hi_000118.wav,real,hi_native,common_voice_17_0,ec78af2b863dab21a727f2ae9acf3ca8000403bcaaa82e800686048efeb2dcd359c7afd61fc63ea272d52e127546ccc8650a9df372bdb8f30a4df59e828cc263,5.724
accents\real\hi_native\cv_hi_000119.wav,real,hi_native,common_voice_17_0,ec78af2b863dab21a727f2ae9acf3ca8000403bcaaa82e800686048efeb2dcd359c7afd61fc63ea272d52e127546ccc8650a9df372bdb8f30a4df59e828cc263,6.408
accents\real\hi_native\cv_hi_000120.wav,real,hi_native,common_voice_17_0,f80e8e7256ea5492f4348976b84ada48d5eb23b88fcdf8d91416a71dd893fe5b04b8d3499d1f7b32520a99532ccf8246cf21e077ae08b65d5d16f4edd11601dc,4.968
accents\real\hi_native\cv_hi_000121.wav,real,hi_native,common_voice_17_0,f80e8e7256ea5492f4348976b84ada48d5eb23b88fcdf8d91416a71dd893fe5b04b8d3499d1f7b32520a99532ccf8246cf21e077ae08b65d5d16f4edd11601dc,2.808
accents\real\hi_native\cv_hi_000122.wav,real,hi_native,common_voice_17_0,02a40eed38bf20ab1ddca1a5c60f5b2cadd5455be21c7a1ab8e87d65a6fec68495c0d24d8fecdfe3f9d132fdfa842dba33dca093df21b19f3d325519779d13d0,5.868
accents\real\hi_native\cv_hi_000123.wav,real,hi_native,common_voice_17_0,02a40eed38bf20ab1ddca1a5c60f5b2cadd5455be21c7a1ab8e87d65a6fec68495c0d24d8fecdfe3f9d132fdfa842dba33dca093df21b19f3d325519779d13d0,4.248
